OBJECTID,GEOID10,GEOID_NUMB,DMA_Name,State_Code,State_Name,COUNTY_NAME,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,NAMELSAD10,CBSAFP,CBSA_GEOID,CBSA_Name,CBSA_NAMELSAD,CBSA_LSAD,CBSA_MEMI,CBSA_MTFCC,wkt
133915,170438465131,170438465131,Chicago IL,IL,ILLINOIS,DuPage County,,,,,,16980,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,1,G3110,"POLYGON ((-88.235507 41.726272, -88.235636 41.725341, -88.235664 41.724937, -88.23564 41.724936, -88.235568 41.724933, -88.235544 41.724932, -88.235521 41.724931, -88.235455 41.724928, -88.235433 41.724928, -88.235408 41.724927, -88.235335 41.724924, -88.235311 41.724923, -88.234875 41.724905, -88.234302 41.724889, -88.233031 41.724856, -88.231274 41.724841, -88.230265 41.724833, -88.230226 41.724833, -88.230112 41.724835, -88.230074 41.724837, -88.229217 41.724853, -88.226649 41.724903, -88.225793 41.72492, -88.225632 41.724923, -88.225152 41.724932, -88.224992 41.724936, -88.224984 41.725027, -88.224949 41.725407, -88.224898 41.725951, -88.224896 41.726087, -88.224908 41.726282, -88.225026 41.727132, -88.225127 41.727903, -88.225148 41.728157, -88.225153 41.728394, -88.225147 41.728564, -88.225126 41.728815, -88.225103 41.728984, -88.225079 41.72912, -88.225048 41.72923, -88.225003 41.729346, -88.22495 41.729451, -88.224882 41.729559, -88.224805 41.729659, -88.224721 41.729751, -88.224536 41.729923, -88.22429 41.730073, -88.224211 41.730114, -88.223945 41.730227, -88.223698 41.730295, -88.223146 41.730416, -88.223437 41.731253, -88.223473 41.731449, -88.223496 41.732343, -88.225531 41.732315, -88.230232 41.732267, -88.230347 41.732269, -88.230566 41.732273, -88.23277 41.732251, -88.234317 41.732235, -88.234368 41.732234, -88.234452 41.732233, -88.234595 41.732231, -88.234838 41.73067, -88.234944 41.729944, -88.235056 41.729227, -88.235139 41.728658, -88.235507 41.726272))"
194334,40139411001,40139411001,Phoenix (Prescott) AZ,AZ,ARIZONA,Maricopa County,,,,,,38060,38060,"Phoenix-Mesa-Chandler, AZ","Phoenix-Mesa-Chandler, AZ Metro Area",M1,1,G3110,"POLYGON ((-111.995354 33.257876, -111.995308 33.250064, -111.995326 33.238483, -111.995294 33.233702, -111.995418 33.229965, -111.995448 33.228766, -111.995274 33.226384, -111.995402 33.223128, -111.995447 33.222711, -111.995231 33.219239, -111.995369 33.205246, -111.99537 33.204601, -111.993849 33.204604, -111.993795 33.204604, -111.993616 33.204604, -111.99361 33.204604, -111.993508 33.204604, -111.978389 33.204636, -111.976072 33.20464, -111.965581 33.204663, -111.957134 33.204681, -111.943739 33.204706, -111.928412 33.20474, -111.910455 33.204779, -111.909562 33.204781, -111.909174 33.204782, -111.90877 33.204784, -111.902093 33.204798, -111.893096 33.204816, -111.893095 33.205522, -111.893101 33.207081, -111.89312 33.211761, -111.893131 33.212026, -111.893143 33.212335, -111.893127 33.2124, -111.893095 33.212457, -111.89306 33.212496, -111.893078 33.212534, -111.893084 33.212569, -111.893077 33.212797, -111.893084 33.214839, -111.893092 33.216885, -111.893103 33.217806, -111.893112 33.218578, -111.893109 33.219253, -111.893095 33.22222, -111.893086 33.225574, -111.893127 33.2285, -111.89287 33.232832, -111.892488 33.236293, -111.892493 33.236572, -111.892571 33.239595, -111.892617 33.24126, -111.892635 33.241402, -111.892663 33.241545, -111.892711 33.241716, -111.892762 33.241879, -111.892792 33.242032, -111.892802 33.242172, -111.892907 33.246365, -111.892917 33.246509, -111.892963 33.246825, -111.893094 33.247719, -111.893123 33.248145, -111.893128 33.248324, -111.893183 33.250435, -111.893181 33.251007, -111.893234 33.254071, -111.89327 33.25728, -111.893287 33.261392, -111.893287 33.261411, -111.893314 33.262742, -111.893442 33.268661, -111.893466 33.275925, -111.893465 33.276034, -111.89348 33.279369, -111.89346 33.283249, -111.893607 33.291153, -111.911123 33.291043, -111.913018 33.291025, -111.914977 33.291006, -111.915532 33.291006, -111.916434 33.290992, -111.917856 33.290919, -111.919091 33.290921, -111.919402 33.290902, -111.919966 33.290914, -111.920378 33.290911, -111.922033 33.290918, -111.922636 33.29091, -111.923928 33.290904, -111.925365 33.290787, -111.926423 33.290787, -111.927845 33.2907, -111.929267 33.290641, -111.9299 33.290641, -111.930572 33.290641, -111.934486 33.290641, -111.935817 33.290598, -111.936007 33.290592, -111.937695 33.290538, -111.940105 33.290582, -111.943279 33.290551, -111.94373 33.290464, -111.944007 33.290494, -111.944215 33.290814, -111.94477 33.290857, -111.945676 33.290876, -111.951669 33.290865, -111.95422 33.290849, -111.956434 33.290844, -111.956661 33.290849, -111.95689 33.290865, -111.957079 33.290863, -111.960585 33.290838, -111.962671 33.290795, -111.962962 33.290807, -111.96317 33.290815, -111.967733 33.290809, -111.969469 33.290809, -111.970028 33.290812, -111.971041 33.290817, -111.971487 33.290781, -111.971561 33.290775, -111.971878 33.29077, -111.972132 33.290768, -111.972466 33.290742, -111.973944 33.290754, -111.975923 33.290753, -111.977984 33.290745, -111.979624 33.290748, -111.979791 33.290737, -111.979998 33.290702, -111.980178 33.290686, -111.980431 33.290686, -111.989811 33.291426, -111.989815 33.291426, -111.992047 33.291602, -111.995392 33.291589, -111.995392 33.291405, -111.995392 33.290678, -111.995397 33.28132, -111.995397 33.281252, -111.995398 33.277909, -111.995437 33.271402, -111.995441 33.270969, -111.99543 33.27042, -111.995384 33.262777, -111.995354 33.257876))"
49775,530039601003,530039601003,Spokane WA,WA,WASHINGTON,Asotin County,,,,,,30300,30300,"Lewiston, ID-WA","Lewiston, ID-WA Metro Area",M1,1,G3110,"POLYGON ((-117.061059 46.367753, -117.061017 46.367809, -117.060893 46.36798, -117.060852 46.368037, -117.061071 46.36816, -117.061144 46.368204, -117.061346 46.368325, -117.061499 46.368423, -117.061536 46.368452, -117.061603 46.368526, -117.061637 46.368531, -117.061743 46.368471, -117.061849 46.368396, -117.061975 46.368293, -117.062237 46.368081, -117.062391 46.36816, -117.062854 46.3684, -117.062863 46.368405, -117.063001 46.368494, -117.063045 46.368444, -117.063179 46.368295, -117.063224 46.368246, -117.063784 46.368486, -117.064608 46.369503, -117.064907 46.369868, -117.066203 46.370891, -117.067759 46.37141, -117.068556 46.37191, -117.068945 46.372217, -117.069648 46.372777, -117.070143 46.37296, -117.070903 46.373075, -117.07262 46.373143, -117.072917 46.373212, -117.073048 46.37321, -117.073437 46.373347, -117.073874 46.373316, -117.07412 46.373282, -117.074244 46.373266, -117.074674 46.373236, -117.074824 46.373236, -117.075314 46.373216, -117.075384 46.373206, -117.075614 46.373206, -117.075864 46.373216, -117.076174 46.373249, -117.076334 46.373266, -117.076854 46.373346, -117.077314 46.373416, -117.077664 46.373486, -117.077783 46.373504, -117.078644 46.373636, -117.079114 46.373726, -117.080374 46.373946, -117.080504 46.373976, -117.080567 46.374002, -117.080844 46.374116, -117.081264 46.374316, -117.081424 46.374396, -117.081614 46.374506, -117.081874 46.374626, -117.082124 46.374696, -117.082185 46.374714, -117.082354 46.374766, -117.082574 46.374816, -117.082844 46.374856, -117.083034 46.374866, -117.083404 46.374866, -117.084074 46.374806, -117.084654 46.374787, -117.084704 46.374786, -117.085034 46.374806, -117.085224 46.374836, -117.085414 46.374896, -117.085464 46.374926, -117.085486 46.374935, -117.085552 46.374965, -117.085574 46.374975, -117.085664 46.375016, -117.085804 46.375106, -117.085944 46.375236, -117.086061 46.375386, -117.086084 46.375416, -117.086214 46.375746, -117.086364 46.376296, -117.086404 46.376466, -117.086434 46.376686, -117.086444 46.376866, -117.086431 46.377268, -117.086424 46.377496, -117.086464 46.377646, -117.086594 46.377876, -117.08681 46.378071, -117.086894 46.378146, -117.087489 46.378622, -117.087494 46.378626, -117.087724 46.378796, -117.088164 46.379126, -117.088384 46.379236, -117.08862 46.379312, -117.088724 46.379346, -117.089074 46.379416, -117.089634 46.379456, -117.089774 46.379485, -117.089874 46.379506, -117.090084 46.379556, -117.090254 46.379636, -117.090424 46.379726, -117.090544 46.379826, -117.090654 46.379956, -117.090734 46.380116, -117.090783 46.380375, -117.090784 46.380376, -117.090784 46.380566, -117.090784 46.380871, -117.090784 46.381916, -117.090784 46.382586, -117.090784 46.384596, -117.090784 46.385266, -117.091045 46.385269, -117.091604 46.385276, -117.091831 46.385276, -117.091964 46.385276, -117.092094 46.385276, -117.092353 46.385279, -117.093134 46.385291, -117.093394 46.385296, -117.094166 46.385296, -117.094274 46.385296, -117.094634 46.385306, -117.095844 46.385316, -117.096481 46.385322, -117.096814 46.385326, -117.097254 46.385326, -117.097267 46.385326, -117.09731 46.385326, -117.097324 46.385326, -117.097846 46.385328, -117.099184 46.385336, -117.099412 46.385339, -117.099854 46.385346, -117.099934 46.385346, -117.100544 46.385356, -117.100694 46.385356, -117.100944 46.385356, -117.102304 46.385376, -117.102977 46.385382, -117.103404 46.385386, -117.103739 46.385386, -117.104524 46.385386, -117.105444 46.385396, -117.10571 46.385397, -117.106874 46.385406, -117.109744 46.385456, -117.110764 46.385466, -117.111354 46.385396, -117.111617 46.385356, -117.111954 46.385306, -117.112904 46.385146, -117.113564 46.385046, -117.113834 46.385006, -117.115274 46.384746, -117.115547 46.384692, -117.116074 46.384798, -117.118212 46.384409, -117.119224 46.384119, -117.119918 46.383787, -117.120769 46.383059, -117.120991 46.382923, -117.120864 46.382556, -117.121021 46.382408, -117.121024 46.382406, -117.121334 46.382186, -117.121474 46.382106, -117.121563 46.382053, -117.121594 46.382036, -117.12176 46.381965, -117.121874 46.381916, -117.122194 46.381816, -117.122574 46.381726, -117.122874 46.381676, -117.122943 46.381667, -117.123364 46.381616, -117.125024 46.381636, -117.126534 46.381636, -117.126611 46.381642, -117.126984 46.381676, -117.127816 46.381851, -117.127934 46.381876, -117.128874 46.382096, -117.129114 46.382135, -117.129124 46.382136, -117.129394 46.382166, -117.129834 46.382206, -117.130217 46.382219, -117.130704 46.382236, -117.130844 46.382256, -117.131044 46.382276, -117.131524 46.382406, -117.131724 46.382496, -117.132404 46.382786, -117.132994 46.383046, -117.133734 46.383356, -117.133904 46.383406, -117.134134 46.383456, -117.134494 46.383516, -117.134524 46.383516, -117.134718 46.383539, -117.134854 46.383556, -117.135174 46.383616, -117.135464 46.383696, -117.136474 46.384036, -117.136614 46.384086, -117.136724 46.384146, -117.136894 46.384256, -117.137054 46.384386, -117.137094 46.384434, -117.137154 46.384506, -117.137274 46.384626, -117.137674 46.385046, -117.137974 46.385396, -117.138074 46.385546, -117.138144 46.385696, -117.138254 46.385906, -117.138319 46.386006, -117.138384 46.386106, -117.138504 46.386276, -117.138554 46.386366, -117.138724 46.386356, -117.138746 46.386353, -117.138854 46.386336, -117.138964 46.386276, -117.139014 46.386236, -117.139044 46.386136, -117.139044 46.386076, -117.139024 46.385926, -117.138974 46.385806, -117.138624 46.385116, -117.138454 46.384756, -117.138414 46.384636, -117.138344 46.384496, -117.138214 46.384266, -117.138008 46.384015, -117.137984 46.383986, -117.137694 46.383696, -117.137454 46.383516, -117.137354 46.383426, -117.137284 46.383346, -117.137234 46.383256, -117.137214 46.383196, -117.137204 46.383126, -117.137214 46.383056, -117.137244 46.382986, -117.137284 46.382926, -117.137364 46.382846, -117.137474 46.382756, -117.137724 46.382596, -117.138084 46.382406, -117.138484 46.382226, -117.138694 46.382116, -117.138744 46.382076, -117.138804 46.382006, -117.139004 46.381646, -117.139114 46.381476, -117.139204 46.381376, -117.139344 46.381236, -117.139544 46.381066, -117.139724 46.380926, -117.140084 46.380726, -117.140624 46.380506, -117.141364 46.380216, -117.141614 46.380126, -117.141954 46.380036, -117.142584 46.379836, -117.142824 46.379766, -117.143034 46.379696, -117.143728 46.379476, -117.143984 46.379396, -117.144504 46.379186, -117.144634 46.379116, -117.144774 46.379016, -117.144864 46.378936, -117.144954 46.378796, -117.144964 46.378706, -117.144964 46.378596, -117.144934 46.378456, -117.144674 46.377756, -117.144664 46.377686, -117.144664 46.377646, -117.144674 46.377586, -117.144694 46.377536, -117.144724 46.377496, -117.144804 46.377426, -117.144844 46.377406, -117.144864 46.377386, -117.144894 46.377376, -117.144954 46.377366, -117.145254 46.377366, -117.145641 46.377418, -117.145694 46.377426, -117.146984 46.377556, -117.147034 46.377566, -117.147114 46.377596, -117.147194 46.377636, -117.147284 46.377696, -117.147534 46.377916, -117.147773 46.378149, -117.147954 46.378326, -117.148024 46.378356, -117.148084 46.378376, -117.148224 46.378396, -117.148474 46.378396, -117.148466 46.37838, -117.148444 46.378333, -117.148437 46.378318, -117.148114 46.377636, -117.147954 46.377356, -117.147844 46.377246, -117.147724 46.377166, -117.147514 46.377016, -117.147431 46.37697, -117.147224 46.376856, -117.147134 46.376816, -117.146844 46.376736, -117.146564 46.376686, -117.146314 46.376636, -117.146024 46.376556, -117.145934 46.376516, -117.145844 46.376466, -117.145714 46.376386, -117.145624 46.376316, -117.145494 46.376186, -117.145394 46.376006, -117.145364 46.375936, -117.145334 46.375826, -117.145304 46.375746, -117.145284 46.375666, -117.145224 46.375566, -117.145114 46.375436, -117.144664 46.375006, -117.144464 46.374796, -117.144154 46.374456, -117.143984 46.374296, -117.143664 46.374016, -117.143584 46.373966, -117.143507 46.373937, -117.143472 46.373925, -117.143174 46.373816, -117.142634 46.373606, -117.142424 46.373496, -117.142204 46.373356, -117.141994 46.373206, -117.141963 46.373183, -117.141274 46.372676, -117.140994 46.372456, -117.140815 46.372302, -117.140634 46.372146, -117.140464 46.371976, -117.140244 46.371686, -117.139874 46.371236, -117.139534 46.370846, -117.139084 46.370376, -117.138794 46.370086, -117.138474 46.369776, -117.138254 46.369516, -117.138224 46.369446, -117.138214 46.369366, -117.138264 46.369086, -117.13829 46.368981, -117.138364 46.368696, -117.138464 46.368126, -117.138484 46.367976, -117.138474 46.367786, -117.138462 46.367554, -117.138454 46.367386, -117.138434 46.367296, -117.138156 46.366642, -117.138154 46.366636, -117.137944 46.366106, -117.137596 46.365279, -117.137464 46.364966, -117.137354 46.364666, -117.137294 46.364416, -117.137314 46.364206, -117.137334 46.364096, -117.137396 46.363908, -117.137404 46.363886, -117.137534 46.363586, -117.137544 46.363496, -117.137544 46.363386, -117.137524 46.363216, -117.137453 46.362979, -117.13744 46.362938, -117.137434 46.362916, -117.137384 46.362823, -117.137364 46.362786, -117.137304 46.362716, -117.137014 46.362476, -117.136944 46.362396, -117.136824 46.362196, -117.136744 46.361926, -117.136714 46.361766, -117.136681 46.36142, -117.136674 46.361336, -117.136634 46.361226, -117.136554 46.361106, -117.136414 46.360916, -117.136244 46.360746, -117.135524 46.360176, -117.135474 46.360106, -117.135374 46.359896, -117.135194 46.359646, -117.135014 46.359446, -117.134864 46.359246, -117.134714 46.359036, -117.134684 46.358946, -117.134664 46.358866, -117.134674 46.358626, -117.134664 46.358466, -117.134644 46.358336, -117.134554 46.358076, -117.134474 46.357906, -117.134354 46.357736, -117.134274 46.357566, -117.134246 46.357486, -117.134214 46.357396, -117.134144 46.357156, -117.134074 46.356836, -117.134054 46.356656, -117.133994 46.356496, -117.133894 46.356286, -117.133824 46.356186, -117.133724 46.356096, -117.133657 46.356045, -117.133624 46.356059, -117.133527 46.356102, -117.133495 46.356117, -117.133376 46.356079, -117.133115 46.355936, -117.132846 46.355832, -117.132616 46.355678, -117.132474 46.355541, -117.132244 46.355228, -117.132062 46.354833, -117.131889 46.35429, -117.13191 46.353952, -117.131913 46.353906, -117.132079 46.35356, -117.132072 46.353505, -117.132111 46.353346, -117.132135 46.353198, -117.132001 46.352611, -117.131994 46.352337, -117.131899 46.352155, -117.131574 46.351815, -117.131519 46.351788, -117.131303 46.351595, -117.13102 46.351343, -117.130941 46.35131, -117.130806 46.351145, -117.130775 46.351145, -117.13045 46.350992, -117.13022 46.350931, -117.129998 46.350799, -117.12946 46.350344, -117.129286 46.350086, -117.129286 46.349894, -117.129366 46.349707, -117.129422 46.349444, -117.129313 46.349272, -117.129224 46.349131, -117.129089 46.348988, -117.12905 46.348983, -117.12897 46.348906, -117.128931 46.348873, -117.128907 46.348785, -117.128788 46.348637, -117.128519 46.348407, -117.128393 46.348132, -117.127981 46.347781, -117.127878 46.347594, -117.128014 46.347309, -117.128014 46.347282, -117.128014 46.347216, -117.128069 46.347084, -117.12807 46.346799, -117.12803 46.346722, -117.127919 46.346629, -117.127555 46.346601, -117.127404 46.346524, -117.127286 46.346349, -117.127143 46.346206, -117.126953 46.346074, -117.126739 46.345981, -117.126589 46.345948, -117.126439 46.34586, -117.126336 46.34575, -117.126272 46.345635, -117.126132 46.345541, -117.126088 46.345511, -117.126003 46.345454, -117.125971 46.345408, -117.125941 46.345365, -117.125884 46.345283, -117.1259 46.34513, -117.125891 46.344883, -117.125788 46.344757, -117.125685 46.344642, -117.125669 46.344609, -117.125709 46.344356, -117.125653 46.344214, -117.125106 46.344121, -117.124979 46.344049, -117.12429 46.343562, -117.123869 46.343002, -117.123647 46.342761, -117.12333 46.342569, -117.12329 46.342536, -117.123258 46.342333, -117.123242 46.342059, -117.123163 46.34179, -117.12279 46.341439, -117.122576 46.341308, -117.122441 46.341209, -117.122378 46.340924, -117.122298 46.340759, -117.121893 46.340808, -117.121673 46.340836, -117.121443 46.340721, -117.121284 46.340584, -117.121221 46.34048, -117.121197 46.340337, -117.121244 46.339794, -117.12118 46.339624, -117.121021 46.339427, -117.121037 46.339125, -117.120918 46.338955, -117.120664 46.338741, -117.120593 46.338527, -117.12064 46.338242, -117.120687 46.338148, -117.120964 46.337737, -117.12098 46.337676, -117.120972 46.337616, -117.120948 46.337567, -117.120877 46.337473, -117.120631 46.337325, -117.120512 46.337282, -117.120108 46.337046, -117.119696 46.336673, -117.119656 46.336602, -117.119632 46.336371, -117.119608 46.336317, -117.119418 46.336196, -117.119061 46.33596, -117.118776 46.335708, -117.118689 46.335543, -117.118657 46.335307, -117.118728 46.335082, -117.118783 46.334978, -117.118862 46.334912, -117.119432 46.334583, -117.119495 46.334522, -117.119543 46.334446, -117.119606 46.334286, -117.119622 46.334056, -117.119566 46.333859, -117.119471 46.333749, -117.119431 46.333694, -117.119376 46.33365, -117.118987 46.333398, -117.118369 46.33314, -117.118195 46.333102, -117.117712 46.333086, -117.117546 46.333141, -117.117237 46.333207, -117.116952 46.333218, -117.116698 46.333163, -117.116452 46.333015, -117.11612 46.332993, -117.115953 46.332994, -117.115819 46.332961, -117.1157 46.332922, -117.115486 46.332791, -117.115351 46.332632, -117.115295 46.332467, -117.115351 46.332297, -117.11558 46.331825, -117.115611 46.33177, -117.115643 46.331617, -117.115508 46.331287, -117.115413 46.331161, -117.115357 46.330997, -117.115373 46.33064, -117.115317 46.330514, -117.115095 46.330344, -117.114842 46.330267, -117.11462 46.330234, -117.114462 46.330251, -117.114034 46.330355, -117.113749 46.330438, -117.11367 46.330465, -117.113353 46.330515, -117.113068 46.330477, -117.112402 46.330186, -117.112101 46.330049, -117.111959 46.32995, -117.111768 46.329616, -117.111586 46.329523, -117.111525 46.329523, -117.111388 46.329523, -117.111293 46.32955, -117.111071 46.329627, -117.11077 46.329677, -117.110612 46.329688, -117.110058 46.329655, -117.109939 46.329606, -117.109749 46.329512, -117.109606 46.329447, -117.109337 46.329375, -117.109123 46.329392, -117.109012 46.329441, -117.108727 46.329716, -117.10864 46.329771, -117.108529 46.329815, -117.108331 46.329837, -117.107959 46.329859, -117.107563 46.329821, -117.107492 46.329799, -117.107159 46.329634, -117.107072 46.329492, -117.107056 46.329426, -117.107084 46.329145, -117.107104 46.329057, -117.107103 46.328954, -117.107024 46.328795, -117.10692 46.328685, -117.106802 46.328597, -117.106413 46.328526, -117.106017 46.328466, -117.10584 46.328344, -117.105774 46.328366, -117.105564 46.328406, -117.105074 46.328436, -117.104694 46.328466, -117.104404 46.328506, -117.103674 46.328616, -117.102394 46.328866, -117.101904 46.328936, -117.101244 46.329006, -117.101014 46.329036, -117.100544 46.329096, -117.099924 46.329216, -117.099234 46.329336, -117.098344 46.329446, -117.098208 46.329446, -117.097994 46.329446, -117.096574 46.329396, -117.096214 46.329406, -117.095914 46.329446, -117.095464 46.329546, -117.095311 46.329582, -117.095084 46.329636, -117.094234 46.329866, -117.093934 46.329976, -117.093682 46.330079, -117.093664 46.330086, -117.093404 46.330246, -117.093094 46.330416, -117.092864 46.330536, -117.092594 46.330656, -117.092064 46.330846, -117.089704 46.331636, -117.088397 46.332054, -117.088234 46.332106, -117.087074 46.332496, -117.086634 46.332626, -117.086294 46.332686, -117.086224 46.332706, -117.086074 46.332736, -117.085774 46.332786, -117.085494 46.332816, -117.085184 46.332836, -117.084554 46.332846, -117.083884 46.332836, -117.083074 46.332746, -117.082654 46.332666, -117.081954 46.332486, -117.081084 46.332246, -117.080514 46.332116, -117.080264 46.332086, -117.079894 46.332066, -117.079574 46.332066, -117.079194 46.332056, -117.077944 46.332066, -117.076824 46.332086, -117.075824 46.332106, -117.07571 46.332106, -117.075604 46.332106, -117.075174 46.332096, -117.074864 46.332096, -117.074454 46.332106, -117.074104 46.332146, -117.073844 46.332186, -117.073554 46.332256, -117.073284 46.332346, -117.073044 46.332446, -117.072784 46.332596, -117.072424 46.332836, -117.071244 46.333756, -117.071044 46.333896, -117.070794 46.334056, -117.070504 46.334206, -117.070254 46.334316, -117.069934 46.334436, -117.069544 46.334556, -117.069214 46.334646, -117.068684 46.334766, -117.068312 46.334848, -117.067874 46.334946, -117.0672 46.335113, -117.066831 46.335205, -117.066149 46.335374, -117.065864 46.335446, -117.064234 46.335816, -117.064096 46.335848, -117.063774 46.335926, -117.063424 46.336048, -117.063344 46.336076, -117.063174 46.336146, -117.062809 46.336303, -117.062504 46.336436, -117.061894 46.336716, -117.061584 46.336846, -117.060986 46.337121, -117.060564 46.337316, -117.060384 46.337406, -117.060257 46.337473, -117.059875 46.337674, -117.059749 46.337742, -117.05961 46.337815, -117.059554 46.337846, -117.059279 46.337955, -117.05917 46.337965, -117.059015 46.337981, -117.059007 46.338081, -117.058879 46.338165, -117.058245 46.338585, -117.058034 46.338726, -117.057863 46.338884, -117.057746 46.339034, -117.056969 46.340038, -117.056711 46.340373, -117.056574 46.340683, -117.056306 46.341296, -117.05627 46.341481, -117.056149 46.341582, -117.056145 46.341583, -117.05585 46.341751, -117.055791 46.341715, -117.055617 46.34161, -117.055559 46.341575, -117.055472 46.341724, -117.055341 46.34199, -117.055313 46.342048, -117.055107 46.342426, -117.054957 46.342992, -117.054833 46.343297, -117.054806 46.343365, -117.05456 46.343677, -117.054482 46.343712, -117.054432 46.343721, -117.054346 46.343761, -117.054325 46.343775, -117.054309 46.343786, -117.054245 46.343843, -117.054069 46.344022, -117.053974 46.344107, -117.053801 46.344241, -117.053746 46.344279, -117.053618 46.344369, -117.053539 46.34443, -117.053884 46.34454, -117.053967 46.344572, -117.054803 46.344969, -117.055997 46.345537, -117.057704 46.346541, -117.058366 46.347043, -117.059465 46.347875, -117.059591 46.347991, -117.059972 46.348339, -117.0601 46.348456, -117.060223 46.348568, -117.060593 46.348907, -117.060717 46.349021, -117.061927 46.351141, -117.062046 46.351372, -117.062644 46.352528, -117.062762 46.35363, -117.062705 46.35486, -117.062565 46.356356, -117.0626 46.357627, -117.062762 46.359308, -117.06278 46.359486, -117.062597 46.361858, -117.062571 46.362, -117.0625 46.362396, -117.062508 46.363266, -117.06251 46.363449, -117.062512 46.363619, -117.062738 46.36436, -117.062825 46.36502, -117.062799 46.365293, -117.062564 46.365654, -117.062388 46.365979, -117.062246 46.36624, -117.061872 46.366775, -117.061765 46.36693, -117.061133 46.367652, -117.061059 46.367753))"
6427,320030016112,320030016112,Las Vegas NV,NV,NEVADA,Clark County,,,,,,29820,29820,"Las Vegas-Henderson-Paradise, NV","Las Vegas-Henderson-Paradise, NV Metro Area",M1,1,G3110,"POLYGON ((-115.065437 36.145056, -115.065437 36.14513, -115.065437 36.145556, -115.065437 36.145698, -115.065441 36.145831, -115.065455 36.146233, -115.06546 36.146367, -115.065458 36.146506, -115.065455 36.146924, -115.065454 36.147064, -115.065452 36.1472, -115.065447 36.147608, -115.065446 36.147745, -115.06545 36.147883, -115.065462 36.148298, -115.065467 36.148437, -115.065466 36.149135, -115.065447 36.149768, -115.065445 36.14982, -115.065444 36.149833, -115.065369 36.150498, -115.06529 36.150928, -115.065273 36.151023, -115.065249 36.151113, -115.065196 36.151326, -115.065087 36.15166, -115.065029 36.151842, -115.065116 36.151855, -115.065192 36.151868, -115.065379 36.151882, -115.065467 36.151889, -115.065919 36.15189, -115.067275 36.151895, -115.067728 36.151897, -115.068175 36.151898, -115.069386 36.151901, -115.069516 36.1519, -115.069964 36.151899, -115.07041 36.151899, -115.071747 36.1519, -115.072194 36.151901, -115.072616 36.1519, -115.07359 36.151898, -115.073882 36.151902, -115.074013 36.151905, -115.074304 36.151924, -115.074286 36.151778, -115.074268 36.151339, -115.074262 36.151193, -115.07426 36.151055, -115.074255 36.150641, -115.074254 36.150504, -115.074254 36.150366, -115.074254 36.149952, -115.074255 36.149815, -115.074255 36.149678, -115.074257 36.149267, -115.074258 36.149131, -115.074258 36.148994, -115.07426 36.148582, -115.074261 36.148446, -115.074258 36.148308, -115.07425 36.147897, -115.074248 36.14776, -115.074248 36.147622, -115.07425 36.147209, -115.074251 36.147072, -115.074249 36.146935, -115.074245 36.146525, -115.074244 36.146389, -115.074244 36.146251, -115.074244 36.145838, -115.074245 36.145701, -115.074244 36.145563, -115.074242 36.145149, -115.074242 36.145011, -115.074244 36.144878, -115.074252 36.144482, -115.074256 36.14435, -115.073838 36.144358, -115.073768 36.14436, -115.072584 36.144341, -115.072166 36.144335, -115.071719 36.144334, -115.070789 36.144331, -115.070378 36.144331, -115.069932 36.14433, -115.069488 36.144329, -115.068156 36.144329, -115.067713 36.144329, -115.067259 36.144325, -115.065897 36.144314, -115.065443 36.144311, -115.065441 36.144446, -115.065439 36.144853, -115.065438 36.144989, -115.065437 36.145056))"
